0,1,checkBoxList,NumberOfLink,NumberOfInput,URL_List,button_List,name_url
0.0,100.0,1,485,33,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.033284734499375e-08,99.99999996966716,0,221,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.233813217207171e-08,99.99999996766186,0,220,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.233813217207171e-08,99.99999996766186,0,220,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.233813217207171e-08,99.99999996766186,0,220,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.233813217207171e-08,99.99999996766186,0,220,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.233813217207171e-08,99.99999996766186,0,220,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
3.447597762828991e-08,99.99999996552403,0,219,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.018814763380492483,99.98118523661951,0,12,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.021235457592150286,99.97876454240784,0,10,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.021235457592150286,99.97876454240784,0,10,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.07825754552889252,99.9217424544711,0,6,1,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.07825754552889252,99.9217424544711,0,6,1,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.026303085387402447,99.9736969146126,0,6,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.026303085387402447,99.9736969146126,0,6,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032625434867428194,99.96737456513257,0,0,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.028429114401762323,99.97157088559824,0,4,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.028429114401762323,99.97157088559824,0,4,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.028429114401762323,99.97157088559824,0,4,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.028429114401762323,99.97157088559824,0,4,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.031661962257956144,99.96833803774204,0,1,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.032819274708728585,99.96718072529127,0,0,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
0.029468294180778898,99.97053170581923,0,3,0,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
