sort_inner,sort_attribute,option_tag_attribute_value,sortClass,textCount,name_url
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/1mg.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/99acres.html
1,1,6,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Activewear.html
1,1,5,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/Ajio.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/aliexpress.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/AmericanEagle.html
0,1,6,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Apartments.html
0,1,6,1,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Apparel.html
1,1,4,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Argos.html
1,1,13,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/ASOS.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Aurate.html
1,1,5,1,7,/Users/mdjavedulferdous/Documents/Dataset/Testing/Bata.html
1,1,6,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Bath_Body Works.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Bewakoof.html
0,1,1,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/bigbasket.html
1,1,4,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/boohoo.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/CanadianTire.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/century.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/CENTURY21.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Chumbak.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Cleartrip.html
0,1,4,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/coldwellbankerhomes.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Commonfloor.html
1,1,8,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/COSRX.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Coursera.html
1,1,6,1,48,/Users/mdjavedulferdous/Documents/Dataset/Testing/Crocs.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Croma.html
1,1,6,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Currys.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Decathlon.html
1,1,3,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Dell.html
1,1,4,1,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Dineout.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/DuProprio.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/eBay_Art.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Express.html
1,1,6,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/Fabindia.html
1,1,5,1,21,/Users/mdjavedulferdous/Documents/Dataset/Testing/FARFETCH.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/fashionphile.html
1,1,8,1,5,/Users/mdjavedulferdous/Documents/Dataset/Testing/FirstCry.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Flipkart.html
1,1,13,1,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/Foreclosures.html
1,1,5,1,30,/Users/mdjavedulferdous/Documents/Dataset/Testing/Forever21.html
1,1,8,1,5,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,1,4,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
1,1,2,1,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/Gumtree.html
1,1,6,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/Hayneedle.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/HimalayaWellness.html
1,1,8,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/Homes.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/HomeShopping.html
1,1,8,1,5,/Users/mdjavedulferdous/Documents/Dataset/Testing/ITCStore.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/John_sCrazySocks.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/JohnLewis_Partners.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Kijiji.html
0,0,0,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Kirklands.html
1,1,5,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/lenevo.html
1,1,5,1,4,/Users/mdjavedulferdous/Documents/Dataset/Testing/Lenskart.html
1,1,15,1,5,/Users/mdjavedulferdous/Documents/Dataset/Testing/LoopNet.html
