NumOfButton,NumOfLinks,commonURL,is_page,NumOfPage,NumberOfValues,navType,name_url
72,158,9,1,20,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
72,157,10,1,20,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
24,32,129,0,0,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,3,158,0,15,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,3,158,0,15,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,3,158,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,3,158,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,15,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
4,17,144,0,10,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
4,17,144,0,10,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
4,17,144,0,10,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
3,17,144,0,10,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,17,144,0,10,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,17,144,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,17,144,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,17,144,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,17,144,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,10,151,0,10,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,7,154,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
18,12,149,0,0,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
18,12,149,0,0,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,2,159,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,2,159,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
15,0,161,0,0,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
15,0,161,0,0,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
15,0,161,0,0,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
11,0,161,0,0,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,0,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
3,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
3,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
1,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,0,161,0,1,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
3,10,151,0,1,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
2,9,152,0,1,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,8,153,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,5,156,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,5,156,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,3,158,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,1,160,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
0,0,161,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/freepeople.html
