0,1,NumOfButton,NumOfLinks,commonURL,is_page,NumOfPage,NumberOfValues,navType,name_url
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,1324,607,1,11,1,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,511,838,0,0,1,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
0.0,100.0,0,0,1338,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/Nature_sBasket.html
