0,1,NumOfButton,NumOfLinks,commonURL,is_page,NumOfPage,NumberOfValues,navType,name_url
0.059250451432624196,99.94074954856738,0,0,65,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,1,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
3.546684405579259,96.45331559442074,2,65,35,1,20,7,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.30805740252846103,99.69194259747154,1,16,53,0,1,0,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.2685664599733073,99.7314335400267,0,15,54,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.10268579815950751,99.89731420184049,0,4,61,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.13516769347152735,99.86483230652847,0,6,59,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.40523956141291784,99.59476043858709,1,42,51,1,24,7,3,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,1,0,65,0,8,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,1,0,65,0,8,0,1,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.40523956141291784,99.59476043858709,0,42,51,1,24,7,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.2685664599733073,99.7314335400267,0,39,54,1,24,7,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,5,64,1,24,4,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,5,64,1,24,4,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,10,1,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,4,64,1,24,3,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.23412610854433025,99.76587389145567,0,30,55,1,26,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,14,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,2,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,14,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,14,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,14,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,16,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,2,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,16,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,16,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,16,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,14,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,14,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,14,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,14,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,28,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,3,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,28,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,28,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,28,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,23,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,23,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,23,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,23,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,23,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,25,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,25,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,25,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,25,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,25,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,32,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,3,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,32,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,32,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,32,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,18,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,18,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,18,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,18,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,18,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,24,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,3,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,24,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,24,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,24,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,3,64,1,26,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,2,64,1,26,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,26,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,1,26,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,26,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,4,64,1,24,3,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,4,64,1,24,3,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,1,10,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,4,64,1,24,3,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.08949851563609945,99.9105014843639,0,3,62,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.08949851563609945,99.9105014843639,0,3,62,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.0780034693571019,99.9219965306429,0,2,63,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.06798382383064183,99.93201617616936,0,1,64,0,5,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.08949851563609945,99.9105014843639,0,3,62,0,1,0,2,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
0.059250451432624196,99.94074954856738,0,0,65,0,20,0,0,/Users/mdjavedulferdous/Documents/Dataset/Testing/FSBO.html
